timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1622996012531,86,HTTP Request,200,OK,Thread Group 1-13,text,true,,14171,162,49,49,http://www.google.com/,86,0,0
1622996012522,95,HTTP Request,200,OK,Thread Group 1-37,text,true,,14196,162,49,49,http://www.google.com/,95,0,0
1622996012538,79,HTTP Request,200,OK,Thread Group 1-4,text,true,,14194,162,49,49,http://www.google.com/,79,0,0
1622996012538,81,HTTP Request,200,OK,Thread Group 1-12,text,true,,14189,162,49,49,http://www.google.com/,81,0,0
1622996012538,84,HTTP Request,200,OK,Thread Group 1-38,text,true,,14182,162,49,49,http://www.google.com/,83,0,0
1622996012550,76,HTTP Request,200,OK,Thread Group 1-31,text,true,,14178,162,49,49,http://www.google.com/,76,0,0
1622996012531,95,HTTP Request,200,OK,Thread Group 1-40,text,true,,14146,162,49,49,http://www.google.com/,95,0,0
1622996012557,75,HTTP Request,200,OK,Thread Group 1-41,text,true,,14225,162,50,50,http://www.google.com/,75,0,0
1622996012553,81,HTTP Request,200,OK,Thread Group 1-6,text,true,,14146,162,50,50,http://www.google.com/,81,0,0
1622996012557,79,HTTP Request,200,OK,Thread Group 1-7,text,true,,14114,162,50,50,http://www.google.com/,79,0,0
1622996012553,87,HTTP Request,200,OK,Thread Group 1-17,text,true,,14181,162,50,50,http://www.google.com/,87,0,0
1622996012513,130,HTTP Request,200,OK,Thread Group 1-44,text,true,,14190,162,50,50,http://www.google.com/,102,0,27
1622996012551,92,HTTP Request,200,OK,Thread Group 1-46,text,true,,14200,162,50,50,http://www.google.com/,92,0,26
1622996012573,75,HTTP Request,200,OK,Thread Group 1-28,text,true,,14150,162,50,50,http://www.google.com/,75,0,0
